"Longitude","Latitude"
-87.73606728,41.69103448
-87.73570058,41.69104103
-87.73561987,41.69104237
-87.73536134,41.69104667
-87.73519948,41.69104934
-87.73488943,41.69105473
-87.73471655,41.69105772
-87.73437002,41.69106429
-87.7341184,41.69106907
-87.7337065,41.69107691
-87.73340209,41.69108259
-87.73306156,41.69108875
-87.73282885,41.69109288
-87.73246708,41.69109976
-87.73224099,41.69110405
-87.73204915,41.69110692
-87.73180424,41.69111055
-87.73158889,41.69111376
-87.73149969,41.69111508
-87.73125079,41.69111971
-87.73103129,41.69112379
-87.73080414,41.69112776
-87.73061262,41.69113112
-87.73041546,41.69113456
-87.73004713,41.69114273
-87.72978295,41.69114858
-87.729484,41.69115577
-87.72915569,41.69116364
-87.72879182,41.69117208
-87.72844377,41.69118062
-87.72811623,41.69118823
-87.72784685,41.69119383
-87.72757249,41.69119903
-87.72729287,41.69120389
-87.72707158,41.69120764
-87.72686904,41.69121096
-87.726752,41.69121287
-87.72649688,41.69121748
-87.72646491,41.69121806
-87.72627851,41.69122154
-87.72607447,41.69122562
-87.72579238,41.69123083
-87.72549785,41.69123626
-87.72528627,41.69123915
-87.72504042,41.69124307
-87.72482912,41.69124678
-87.72460326,41.69125044
-87.7242909,41.69125551
-87.72394283,41.69126159
-87.72362029,41.69126743
-87.7232309,41.6912748
-87.72290894,41.69128157
-87.72251857,41.69128817
-87.72220555,41.69129356
-87.72181599,41.69130043
-87.72143454,41.6913056
-87.72108704,41.69130956
-87.72084987,41.69131255
-87.72067132,41.69131497
-87.72053343,41.69131534
-87.72031697,41.69128486
-87.72033163,41.69163425
-87.72033795,41.69172035
-87.72035099,41.69189792
-87.72037284,41.69221463
-87.72038527,41.69250554
-87.72038712,41.69255824
-87.72039573,41.69280467
-87.72040546,41.69305527
-87.72041102,41.69319867
-87.72042671,41.69360256
-87.7204427,41.69401578
-87.72046614,41.69460143
-87.72047619,41.69485484
-87.72048103,41.69497672
-87.72049157,41.69526712
-87.72050328,41.69557252
-87.7205111,41.69577245
-87.72051806,41.69595047
-87.72052596,41.69615247
-87.72052908,41.69624837
-87.72053089,41.69630491
-87.72053709,41.69649645
-87.72055117,41.69679132
-87.72056712,41.69710983
-87.72058979,41.69744838
-87.72060339,41.69775917
-87.72061226,41.69800898
-87.72062983,41.69834981
-87.72063756,41.69856763
-87.72064866,41.69888058
-87.72065404,41.69902035
-87.72066374,41.69928257
-87.72066871,41.69948375
-87.72067664,41.69980568
-87.72067866,41.69997197
-87.72068272,41.70025356
-87.72068941,41.7003971
-87.72070291,41.70068733
-87.72071078,41.70090499
-87.72071914,41.70116147
-87.72072472,41.70131079
-87.72073537,41.70159637
-87.72074341,41.70180761
-87.72074368,41.70181341
-87.72075277,41.70200547
-87.72075837,41.70222501
-87.72076411,41.70245001
-87.72077158,41.70263578
-87.7207854,41.70297363
-87.72079025,41.70309625
-87.72079082,41.7031106
-87.72079389,41.7031924
-87.72079615,41.70324925
-87.72081039,41.70360087
-87.72081816,41.70379252
-87.72082918,41.70404307
-87.72083125,41.70409016
-87.72083952,41.7042783
-87.72085249,41.704482
-87.72087296,41.70480226
-87.72088474,41.70500818
-87.72089151,41.70519414
-87.7209029,41.70550722
-87.72090978,41.70569977
-87.72091315,41.70580983
-87.72091514,41.70587468
-87.72091711,41.70593901
-87.72092253,41.70611582
-87.72092921,41.70630774
-87.7209365,41.70651907
-87.72094512,41.70676852
-87.72095401,41.70702456
-87.72096244,41.70726739
-87.72097103,41.70751898
-87.72097725,41.70770124
-87.72098298,41.70786931
-87.72098803,41.70803567
-87.72099227,41.70817568
-87.72099884,41.70838445
-87.72100254,41.70850192
-87.72100985,41.7087237
-87.72101553,41.70889668
-87.72102139,41.70907499
-87.72102644,41.70922902
-87.72103478,41.70949502
-87.72104106,41.7096955
-87.72104727,41.70989419
-87.72104968,41.7099728
-87.7210508,41.71000854
-87.72105795,41.71023883
-87.72106492,41.71046218
-87.72107198,41.71069002
-87.72107942,41.71098735
-87.72108387,41.71116633
-87.72108808,41.71134904
-87.72109295,41.71156014
-87.72109356,41.71168172
-87.7210943,41.71183529
-87.7210953,41.71204633
-87.72109864,41.71224987
-87.72110092,41.71238831
-87.72110407,41.71252626
-87.72110982,41.71270442
-87.72111667,41.7129169
-87.72112512,41.71316991
-87.72078601,41.7131754
-87.72054358,41.71317954
-87.72048406,41.7131804
-87.72033922,41.71318246
-87.72014248,41.71318501
-87.71990617,41.71318887
-87.71957989,41.71319422
-87.71946821,41.7131957
-87.71928894,41.71319815
-87.71915278,41.7132
-87.71895746,41.71320269
-87.71868749,41.71320752
-87.71842806,41.71321215
-87.71836835,41.71321304
-87.71817208,41.71321594
-87.71808193,41.71321728
-87.71798431,41.71321872
-87.7176224,41.71322403
-87.71746262,41.71322636
-87.71722543,41.71322981
-87.71710143,41.71323162
-87.71706041,41.71323222
-87.71685308,41.71323522
-87.71684751,41.7132353
-87.71661714,41.71323868
-87.71643878,41.71324128
-87.71624153,41.71324375
-87.71594365,41.71324746
-87.71573899,41.71325048
-87.71563012,41.71325207
-87.71550884,41.71325385
-87.71528741,41.71325708
-87.71502113,41.71326151
-87.71473258,41.71326631
-87.71454438,41.71326892
-87.71441368,41.71327076
-87.71432206,41.71327206
-87.71415964,41.71327431
-87.7140407,41.71327597
-87.71380179,41.71327954
-87.71353336,41.71328356
-87.71330343,41.71328693
-87.71313251,41.71328946
-87.71296961,41.71329185
-87.71283342,41.71329388
-87.71257762,41.71329746
-87.71255526,41.71148451
-87.71129797,41.71149123
-87.71129086,41.711298
-87.71128243,41.71104794
-87.7112719,41.71073459
-87.71126515,41.71052346
-87.71125916,41.71033113
-87.71125286,41.71012662
-87.7112471,41.70994162
-87.71124643,41.70992015
-87.71124425,41.70984956
-87.71123845,41.7096703
-87.71123163,41.70945963
-87.71122659,41.70929549
-87.71122288,41.70917464
-87.71121873,41.70903968
-87.71121289,41.70884793
-87.71120753,41.70867479
-87.71120148,41.70847719
-87.71119638,41.7083116
-87.71118774,41.7080296
-87.71118249,41.70784754
-87.71117704,41.70765856
-87.71117262,41.70752418
-87.71116561,41.70731283
-87.71115795,41.70708199
-87.7111531,41.70693519
-87.71114589,41.70671808
-87.71113892,41.706507
-87.71113342,41.70634083
-87.7111258,41.70613474
-87.71112354,41.70607372
-87.71018829,41.70608989
-87.70995939,41.70608932
-87.70921199,41.70608746
-87.70872983,41.706093
-87.70853424,41.70609525
-87.70791777,41.7061005
-87.70746109,41.70610752
-87.70736635,41.70610898
-87.70683791,41.70611758
-87.70634775,41.70612638
-87.70624431,41.70612753
-87.70582699,41.70613214
-87.70542488,41.70614142
-87.70503905,41.70614757
-87.70502281,41.70614783
-87.70451356,41.70615079
-87.70416126,41.70615747
-87.70381663,41.70616131
-87.70379441,41.70616167
-87.70341456,41.70616772
-87.70308525,41.70617165
-87.70261043,41.70617765
-87.70254693,41.70617654
-87.70213576,41.70616931
-87.7017337,41.70617284
-87.70132487,41.70617825
-87.70132812,41.70624371
-87.70134721,41.70662808
-87.70136234,41.70687073
-87.70137476,41.7070517
-87.69843987,41.70711819
-87.69728632,41.70712361
-87.69630527,41.70715149
-87.69585002,41.70715498
-87.69553446,41.70715765
-87.69511589,41.70716194
-87.69481772,41.70716536
-87.69451976,41.707169
-87.6941414,41.70717364
-87.69398126,41.70717553
-87.69369207,41.70717894
-87.69338506,41.70718299
-87.69303579,41.70718728
-87.69283932,41.70718953
-87.69264696,41.70719159
-87.69234802,41.70719475
-87.6920753,41.70719745
-87.69206127,41.7071976
-87.69151938,41.70720313
-87.6915333,41.70741367
-87.69153928,41.70758602
-87.69154459,41.70774001
-87.69155466,41.70803162
-87.69155633,41.70810808
-87.691561,41.70832146
-87.69156504,41.7084422
-87.69157496,41.70867857
-87.69158407,41.70889696
-87.6915869,41.70901729
-87.69159107,41.70919438
-87.69159697,41.70936692
-87.69160375,41.7095651
-87.69161295,41.70981219
-87.69161507,41.70992927
-87.69162095,41.71012668
-87.69162733,41.71028408
-87.69163495,41.71048994
-87.69163816,41.71061664
-87.69164597,41.71083752
-87.69165319,41.71104188
-87.69165863,41.71123137
-87.69166394,41.71142024
-87.69166766,41.71155424
-87.69167403,41.7117469
-87.69168095,41.71195639
-87.6916856,41.71212184
-87.69169089,41.71231161
-87.69169506,41.7124452
-87.69170269,41.71265497
-87.69171111,41.712886
-87.69171852,41.71307675
-87.69171913,41.71309377
-87.69172388,41.71322582
-87.69173049,41.71341642
-87.69172883,41.71356567
-87.69140705,41.71357044
-87.69124972,41.7135722
-87.69110174,41.71357384
-87.69101818,41.71357477
-87.69086053,41.71357639
-87.69067152,41.71357824
-87.69048602,41.71358035
-87.69027166,41.71358278
-87.69001886,41.71358727
-87.68978851,41.713589
-87.68962852,41.71358898
-87.68951103,41.71358898
-87.68925597,41.71359343
-87.68897085,41.71359841
-87.68871825,41.71360122
-87.68851126,41.71360234
-87.68823116,41.71360472
-87.68801306,41.71360742
-87.68770855,41.71361119
-87.68745661,41.71361367
-87.68715016,41.71361706
-87.68677202,41.71362031
-87.68662212,41.71362159
-87.68639351,41.71362356
-87.68615946,41.71362559
-87.6858834,41.7136289
-87.68555857,41.7136328
-87.68545938,41.7136335
-87.68531433,41.71363498
-87.68510766,41.71363747
-87.68495429,41.71363936
-87.68471168,41.71364234
-87.68456766,41.71364351
-87.68433704,41.71364644
-87.68404516,41.71365016
-87.68381087,41.71365224
-87.6837252,41.71365302
-87.68363992,41.7136538
-87.68336964,41.71365619
-87.68312362,41.71366024
-87.68291397,41.71366369
-87.68272418,41.71366684
-87.68252948,41.71366675
-87.68249644,41.71366674
-87.68230075,41.71366663
-87.68210313,41.71366908
-87.68184168,41.71366175
-87.68184854,41.7139154
-87.68185336,41.71412427
-87.68186083,41.71438129
-87.68187047,41.71464543
-87.68188092,41.71495659
-87.68189008,41.71526743
-87.68189701,41.71549813
-87.68190725,41.7158389
-87.68191753,41.71612217
-87.6819288,41.71643246
-87.68193481,41.71661855
-87.68193492,41.71662385
-87.68194679,41.71698257
-87.68195558,41.71728406
-87.6819639,41.71756973
-87.68196907,41.7177757
-87.68197783,41.71812021
-87.68198774,41.71850972
-87.68199707,41.7187614
-87.68200768,41.71911114
-87.68202076,41.71954213
-87.68203113,41.71988644
-87.68204165,41.72023
-87.68205236,41.72057708
-87.6820628,41.72088186
-87.68206471,41.72093742
-87.68206715,41.72100866
-87.68207714,41.72130019
-87.68208721,41.72163137
-87.68209292,41.7218257
-87.68210493,41.72223426
-87.6821133,41.72251552
-87.68212201,41.72277656
-87.68213164,41.72306493
-87.68214067,41.72334578
-87.68214491,41.72348055
-87.68215551,41.7238208
-87.68216998,41.72431074
-87.68217543,41.72449805
-87.68218341,41.72477213
-87.68219941,41.72527068
-87.68220091,41.72531748
-87.68221647,41.7257937
-87.68223346,41.7263385
-87.68223501,41.72638828
-87.68224384,41.72668925
-87.6822651,41.7274358
-87.68227702,41.7278592
-87.68227916,41.72792383
-87.68228954,41.72823602
-87.68229905,41.72852194
-87.68230534,41.72874737
-87.68231501,41.72907767
-87.68232563,41.72942311
-87.68233794,41.72980724
-87.6823457,41.73005804
-87.68235454,41.73034253
-87.68236163,41.73059656
-87.68237622,41.7310705
-87.68238913,41.73147992
-87.68240168,41.73187704
-87.68241516,41.73229771
-87.68243139,41.73280904
-87.68244553,41.73325241
-87.68245519,41.73354407
