"District";"Latitude";"Longitude"
"6";41.746166673;-87.663333264
"16";41.946259774;-87.797235488
"20";41.973690168;-87.654937629
"6";41.748493893;-87.666643834
"6";41.750185415;-87.644029945
"6";41.750323974;-87.658588247
"6";41.752190396;-87.662387411
"15";41.887216076;-87.755620452
"25";41.903533056;-87.729428701
"14";41.90277016;-87.714481505
"4";41.727087324;-87.598539871
"4";41.696831797;-87.534077074
"25";41.907025249;-87.724002889
"3";41.780110888;-87.615617777
"4";41.751195668;-87.571098373
"5";41.699007486;-87.622100827
"10";41.865946617;-87.705654876
"11";41.877910567;-87.731094721
"14";41.910711323;-87.69333529
"22";41.68995741;-87.637460623
"6";41.751070314;-87.617748076
"16";41.939898633;-87.754281422
"22";41.685698173;-87.680966409
"9";41.795999856;-87.648358053
"15";41.886341726;-87.755286791
"2";41.794766343;-87.618413732
"8";41.801439344;-87.723397839
"6";41.739410916;-87.664872782
"22";41.692041778;-87.665923635
"3";41.779566592;-87.607172924
"8";41.79388861;-87.755003433
"6";41.748541547;-87.66257199
"11";41.880575249;-87.738469028
"11";41.894572245;-87.719945157
"18";41.903789944;-87.638493721
"17";41.983556599;-87.71132378
"3";41.783128481;-87.608445358
"22";41.705020646;-87.65112634
"3";41.783379201;-87.605996939
"8";41.792977649;-87.699876505
"17";41.973167821;-87.713495268
"3";41.759708289;-87.592039613
"17";41.958026704;-87.714267033
"22";41.70046646;-87.642631382
"7";41.789932225;-87.636039405
"15";41.899377644;-87.758170246
"24";42.018146297;-87.669531332
"12";41.857305383;-87.654120774
"1";41.850517353;-87.627031661
"11";41.880739343;-87.724744749
"24";42.019463349;-87.682442143
"8";41.735668324;-87.722675897
"1";41.867428687;-87.626342565
"12";41.865790359;-87.661542391
"10";41.840071557;-87.709790459
"3";41.770688154;-87.610550326
"10";41.858279658;-87.726165454
"3";41.776215591;-87.611929065
"17";41.96663703;-87.707502461
"8";41.779944902;-87.693419981
"15";41.888655105;-87.749316345
"25";41.906111588;-87.773072333
"9";41.829990723;-87.670385405
"3";41.765241109;-87.607997945
"12";41.85488214;-87.679165546
"6";41.750288988;-87.668593194
"25";41.90402901;-87.758694216
"5";41.682485933;-87.637229959
"22";41.71443188;-87.643012967
"22";41.731073326;-87.662925938
"3";41.782933762;-87.613265379
"7";41.791518298;-87.6548084
"6";41.750005014;-87.673125651
"6";41.742920015;-87.674700583
"3";41.779826802;-87.613197481
"6";41.755929033;-87.657389725
"15";41.876581037;-87.745137513
"5";41.677955019;-87.629119373
"7";41.793436846;-87.654857841
"5";41.677797185;-87.622649219
"12";41.855174686;-87.659983344
"8";41.788971887;-87.698548194
"10";41.84706449;-87.712423829
"8";41.780429045;-87.697085234
"6";41.746675633;-87.666380481
"15";41.892989059;-87.757077968
"6";41.750106007;-87.659792541
"5";41.692839936;-87.603982531
"5";41.65675239;-87.602333272
"6";41.753609394;-87.658671114
"8";41.742802982;-87.683547296
"22";41.735353588;-87.661837235
"6";41.743819491;-87.669341491
"8";41.7836224;-87.698391967
"6";41.742933485;-87.673700101
"25";41.908063734;-87.762133353
"6";41.753554512;-87.658671689
"5";41.678104905;-87.617400224
"4";41.751704412;-87.568365778
"9";41.813179925;-87.633479975
"10";41.848105118;-87.698965922
"15";41.878993561;-87.764819523
"7";41.761126124;-87.628067792
"7";41.772274502;-87.658394906
"8";41.784092271;-87.683772229
"4";41.722294211;-87.538919219
"11";41.901241632;-87.729953536
"2";41.810416816;-87.606582505
"4";41.727011397;-87.596111934
"8";41.778215538;-87.695805586
"22";41.705200156;-87.634868301
"12";41.883006858;-87.685261125
"17";41.976227746;-87.748027804
"4";41.745984793;-87.553999499
"15";41.882825154;-87.76162742
"16";41.980290462;-87.77755315
"3";41.78131246;-87.605950633
"17";41.965578618;-87.709171146
"19";41.965488269;-87.650858622
"24";41.990685591;-87.679156288
"7";41.790266455;-87.635493074
"15";41.884776569;-87.7540119
"8";41.774994732;-87.694503027
"8";41.774165992;-87.718655818
"16";41.951458772;-87.801085014
"7";41.771584062;-87.656719499
"3";41.777906606;-87.596874828
"15";41.882254728;-87.763912955
"24";42.009109848;-87.666714805
"5";41.670548082;-87.640868673
"10";41.866491403;-87.697433146
"7";41.791725824;-87.656027335
"8";41.787651399;-87.700948315
"9";41.828634255;-87.698417022
"11";41.891840918;-87.711630436
"4";41.745971061;-87.55521259
"9";41.842338427;-87.661626285
"4";41.751848142;-87.557468736
"5";41.671312289;-87.646570389
"14";41.922980537;-87.694278311
"12";41.89968127;-87.669003879
"6";41.744022556;-87.654777371
"16";41.948759346;-87.755296697
"4";41.752554725;-87.566244756
"25";41.90460885;-87.758306972
"5";41.707112183;-87.627556114
"6";41.750500826;-87.636719175
"24";42.020285434;-87.670727212
"6";41.753293471;-87.675653686
"6";41.73887651;-87.650991641
"3";41.779806892;-87.614400269
"4";41.754500718;-87.566287553
"6";41.747927804;-87.658521725
"6";41.748536978;-87.662729614
"15";41.888861359;-87.750482353
"11";41.894102536;-87.716276754
"6";41.746366547;-87.654836972
"6";41.750472394;-87.634297122
"10";41.845583336;-87.70750551
"3";41.762152705;-87.567655233
"6";41.742487363;-87.672953498
"11";41.879296773;-87.741190859
"15";41.876770211;-87.746174927
"4";41.727808227;-87.54981216
"15";41.87859028;-87.745761689
"15";41.901003736;-87.772903935
"4";41.711907894;-87.534300535
"7";41.778849296;-87.673896777
"4";41.752914756;-87.561406569
"4";41.724743878;-87.597284445
"22";41.73602552;-87.64690363
"18";41.898938743;-87.637686794
"4";41.738780944;-87.549151175
"9";41.798773587;-87.653778334
"4";41.738670906;-87.549112209
"18";41.904192368;-87.647000785
"7";41.787958725;-87.632822986
"3";41.780384182;-87.607574335
"3";41.776238104;-87.610707983
"9";41.807462155;-87.688073451
"2";41.792457811;-87.588094319
"8";41.785448028;-87.693566929
"3";41.780337021;-87.610104674
"17";41.965580563;-87.709024047
"14";41.911335726;-87.698046318
"4";41.758607126;-87.561510616
"9";41.820579224;-87.688459065
"8";41.778877155;-87.708840106
"20";41.984410659;-87.669300748
"8";41.781924124;-87.710504459
"3";41.777451952;-87.614345915
"9";41.83055261;-87.661294527
"10";41.849870398;-87.71164427
"4";41.735053088;-87.545781858
"14";41.907003811;-87.711810295
"4";41.744449336;-87.552581647
"12";NA;NA
"9";41.836022175;-87.651094622
"15";41.884776569;-87.7540119
"6";41.735857166;-87.624152861
"11";41.894453197;-87.718723215
"3";41.760550693;-87.590325572
"12";41.902007176;-87.6954095
"3";41.777996879;-87.611967762
"22";41.688994937;-87.670081301
"9";41.818436727;-87.699445908
"6";41.750388769;-87.661215149
"8";41.795846122;-87.708521376
"3";41.781756818;-87.607217875
"2";41.793922189;-87.625680429
"8";41.780241842;-87.701952384
"5";41.678480125;-87.641929415
"9";41.825238701;-87.70977664
"14";41.917524213;-87.693149647
"10";41.837582116;-87.729230812
"12";41.895898202;-87.677814201
"8";41.775456902;-87.694212483
"16";41.938430169;-87.777541882
"24";42.016477547;-87.6902078
"8";41.79072669;-87.702252873
"4";41.727671711;-87.560858927
"5";41.707220611;-87.619783674
"12";41.881963292;-87.699383932
"17";41.964744922;-87.714849143
"16";41.986679894;-87.771542545
"16";41.98287878;-87.791440835
"6";41.750366414;-87.663025737
"19";41.968561718;-87.649465265
"17";41.952389116;-87.720221957
"15";41.888388731;-87.765143885
"15";41.87746245;-87.763195405
"16";41.986679894;-87.771542545
"11";41.899996301;-87.727452767
"5";41.721213371;-87.625020864
"15";41.902010277;-87.774471003
"3";41.781205441;-87.61204546
"25";41.93415136;-87.723373566
"5";41.670554536;-87.640118272
"22";41.724380061;-87.661537565
"8";41.798114448;-87.709815943
"10";41.847516263;-87.711219295
"22";41.697094183;-87.654692353
"18";41.923592987;-87.651426549
"7";41.792492413;-87.637812195
"10";41.852595299;-87.713647682
"10";41.847118762;-87.708767778
"1";41.877433462;-87.635191823
"5";41.686178598;-87.63251501
"15";41.881142637;-87.761568975
"3";41.765253769;-87.615255549
"7";41.779012821;-87.664208692
"15";41.892052116;-87.757942148
"16";41.952349947;-87.762660855
"18";41.899540054;-87.640009077
"25";41.909431439;-87.761246801
"8";41.792950049;-87.710892789
"8";41.797154818;-87.704437901
"6";41.736468098;-87.601232164
"4";41.74205425;-87.562438056
"6";41.750388769;-87.661215149
"25";41.909158845;-87.784103718
"5";41.677504805;-87.62864841
"6";41.723074622;-87.623784263
"8";41.790101644;-87.720623103
"7";41.772972076;-87.644610871
"8";41.774097762;-87.703024472
"7";41.793259493;-87.653638558
"7";41.79050194;-87.634053068
"17";41.948047128;-87.710922869
"6";41.742266434;-87.663234571
"5";41.68476586;-87.63126365
"6";41.747995878;-87.673072946
"5";41.667951533;-87.620158911
"4";41.758536614;-87.586130225
"25";41.911247181;-87.76216008
"6";41.743119835;-87.65993518
"12";41.897547725;-87.688030564
"5";41.656872803;-87.597549108
"6";41.750150526;-87.646452666
"3";41.776400433;-87.570448042
"10";41.855786509;-87.724871253
"3";41.783941915;-87.591426876
"15";41.882363356;-87.755443834
"5";41.7128602;-87.592464611
"11";41.894529604;-87.715064253
"17";41.967169681;-87.718215967
"15";41.879995338;-87.757683114
"20";41.975099794;-87.679374655
"17";41.968961975;-87.712160772
"8";41.735223326;-87.700286789
"25";41.902489032;-87.77416561
"3";41.781986245;-87.586499673
"25";41.916027865;-87.728965549
"16";41.985754453;-87.787333686
"3";41.782201675;-87.607696833
"17";41.97189407;-87.727290374
"15";41.878153657;-87.764786576
"9";41.831683998;-87.681423601
"3";41.770131721;-87.611528011
"10";41.849436427;-87.710055545
"9";41.807788019;-87.673457033
"3";41.772998982;-87.576478539
"11";41.894453197;-87.718723215
"9";41.800335538;-87.689102178
"11";41.891781182;-87.716838994
"7";41.770246055;-87.674875692
"9";41.805757152;-87.675832628
"9";41.828162789;-87.67034189
"6";41.750068064;-87.662218949
"5";41.709951097;-87.625979535
"6";41.746130978;-87.663329971
"9";41.795463586;-87.659768922
"9";41.823042962;-87.68057571
"22";41.735268369;-87.638730369
"8";41.780092411;-87.700729278
"3";41.773129752;-87.606505005
"5";41.671989656;-87.633298499
"7";41.764301509;-87.644388375
"5";41.705113794;-87.623461757
"5";41.677425416;-87.635878846
"6";41.744031282;-87.663278514
"7";41.78603469;-87.67165612
"17";41.943523046;-87.735932446
"7";41.79025463;-87.642618096
"15";41.87564878;-87.763251916
"6";41.751291477;-87.604904392
"25";41.909989881;-87.716965071
"7";41.789039783;-87.636401098
"10";41.85540487;-87.706969287
"11";41.88907024;-87.721011435
"8";41.771397192;-87.721263038
"5";41.671561404;-87.636890145
"4";41.722347855;-87.584505639
"4";41.736836559;-87.554187053
"11";41.876862505;-87.743835075
"4";41.702759763;-87.542041688
"6";41.726673074;-87.628796409
"6";41.750169618;-87.662221556
"4";41.724042403;-87.595739261
"9";41.831817088;-87.669207052
"11";41.894189705;-87.718714722
"7";41.791350864;-87.654802831
"15";41.880764318;-87.750185056
"3";41.764144442;-87.624878771
"2";41.806974584;-87.603841138
"3";41.76480795;-87.621671487
"3";41.765102317;-87.624897558
"24";42.022129027;-87.674933001
"6";41.755201817;-87.645372621
"3";41.780243493;-87.615319321
"2";41.794711926;-87.621582805
"19";41.932736857;-87.681207792
"19";41.965387049;-87.658338686
"6";41.749899475;-87.663426378
"8";41.798313527;-87.730663304
"11";41.878370307;-87.707248137
"8";41.781277939;-87.735050267
"9";41.795072043;-87.652471564
"4";41.700263556;-87.561985319
"4";41.692861175;-87.537696104
"17";41.954138848;-87.725179278
"8";41.742277784;-87.715702538
"11";41.88545621;-87.7123497
"8";41.767379748;-87.685759009
"3";41.784934311;-87.618973969
"5";41.67986213;-87.621956595
"5";41.652268611;-87.617232658
"15";41.879336671;-87.758221473
"9";41.814029901;-87.667989541
"9";41.796942971;-87.684115567
"25";41.918974865;-87.728386594
"7";41.791860227;-87.634482017
"9";41.801900001;-87.689141522
"6";41.740964719;-87.644974985
"9";41.829975837;-87.67161108
"9";41.831696266;-87.680201592
"25";41.939086945;-87.727799589
"3";41.781714972;-87.608413615
"2";41.790311227;-87.619112289
"3";41.761559602;-87.599565193
"15";41.894002082;-87.762100727
"5";41.677398822;-87.638284109
"25";41.908554706;-87.752239301
"10";41.858514771;-87.715194702
"25";41.919104203;-87.717612235
"10";41.850930304;-87.734486079
"19";41.944843221;-87.649413709
"3";41.765744594;-87.576292556
"14";41.908886162;-87.693291067
"4";41.754937343;-87.56386716
"8";41.767693989;-87.684546176
"3";41.773256456;-87.594105219
"8";41.749460005;-87.72089612
"7";41.775129883;-87.668978317
"4";41.727666735;-87.555645989
"12";41.881907735;-87.704753233
"11";41.895395234;-87.722982175
"11";41.875037231;-87.743767397
"22";41.732132952;-87.639859581
"6";41.744887079;-87.611118271
"25";41.904587476;-87.733738799
"4";41.75310656;-87.565047114
"3";41.776659019;-87.612620669
"3";41.765432181;-87.597050496
"2";41.799108004;-87.595018445
"9";41.800507322;-87.669625803
"3";41.769255825;-87.619800447
"15";41.880334448;-87.757995872
"4";41.756781972;-87.561481174
"4";41.736651833;-87.572072767
"3";41.768274268;-87.612908808
"4";41.758533036;-87.561511504
"6";41.723588077;-87.607569132
"11";41.885479884;-87.714193016
"5";41.719506128;-87.620537873
"7";41.793351093;-87.652423769
"25";41.903753563;-87.72389808
"2";41.831075026;-87.620049974
"20";41.976022879;-87.680038211
"11";41.890499193;-87.719833545
"2";41.83121119;-87.611972354
"5";41.702657202;-87.623393566
"12";41.852733978;-87.67830651
"24";41.994431932;-87.670634942
"11";41.901258017;-87.716509078
"3";41.783363412;-87.620553361
"6";41.730633632;-87.604676217
"7";41.764343348;-87.635858357
"12";41.895558311;-87.705886574
"14";41.910316566;-87.687527244
"18";41.891404732;-87.628061509
"7";41.787631468;-87.637677732
"12";41.901116858;-87.695690185
"8";41.78009054;-87.688545913
"11";41.885456865;-87.712470882
"9";41.821818832;-87.698165173
"25";41.91530613;-87.729486734
"9";41.826676884;-87.681147857
"17";41.949994461;-87.747220162
"6";41.750229101;-87.673438518
"4";41.751117939;-87.577193723
"2";41.823819762;-87.617936523
"11";41.886530554;-87.74438154
"4";41.755974467;-87.558525868
"16";41.956855192;-87.765275097
"25";41.911440393;-87.766816855
"2";41.809305232;-87.606558389
"11";41.88096768;-87.737940272
"12";41.899242801;-87.701196575
"7";41.759912394;-87.633780509
"6";41.727304299;-87.604600275
"3";41.783116362;-87.615694257
"6";41.750306372;-87.659797776
"10";41.854911845;-87.704129342
"24";42.018448363;-87.68298978
"3";41.758726843;-87.590496883
"5";41.705922618;-87.628242961
"4";41.726623452;-87.59852684
"11";41.875409038;-87.714293898
"15";41.892996525;-87.75583281
"4";41.752454623;-87.577225678
"11";41.879746414;-87.720707544
"5";41.676134276;-87.628915933
"7";41.793224738;-87.63412982
"6";41.753109854;-87.658658021
"25";41.909746416;-87.736857334
"6";41.747908043;-87.656096002
"6";41.747985452;-87.658524786
"5";41.684809877;-87.642147208
"8";41.759997904;-87.68923457
"9";41.820095238;-87.695654498
"4";41.756734991;-87.565117456
"15";41.894848727;-87.765707358
"17";41.95057608;-87.730756761
"25";41.916043916;-87.721631784
"4";41.75177304;-87.563029076
"10";41.866229192;-87.720888008
"7";41.788369008;-87.642568668
"7";41.766270452;-87.635958449
"11";41.894153039;-87.711394985
"19";41.963123416;-87.652354601
"15";41.879336358;-87.758159051
"15";41.877456058;-87.763566329
"8";41.783219345;-87.736333849
"9";41.80216418;-87.673316686
"8";41.785709457;-87.722952947
"1";41.869736542;-87.62588757
"6";41.730872863;-87.609527747
"6";41.751322294;-87.601979585
"3";41.772998982;-87.576478539
"15";41.887216076;-87.755620452
"14";41.905807129;-87.711774146
"6";41.750422009;-87.601524389
"20";41.985213724;-87.669130566
"11";41.887445544;-87.712304727
"3";41.766439517;-87.620135898
"3";41.780245963;-87.615275297
"9";41.823042962;-87.68057571
"17";41.968586661;-87.725611838
"15";41.884735389;-87.754008599
"15";41.900357815;-87.761562887
"4";41.725864646;-87.559440904
"12";41.865193967;-87.659984688
"3";41.779059693;-87.615596501
"7";41.784637012;-87.641695736
"4";41.751300804;-87.562587625
"3";41.776797668;-87.604150228
"8";41.786437039;-87.691789726
"6";41.750775808;-87.63455036
"3";41.777792147;-87.586372357
"11";41.886342915;-87.711900418
"4";41.742998595;-87.580696754
"6";41.750857878;-87.602743451
"3";41.78495812;-87.620598031
"11";41.896016625;-87.717551228
"8";41.777001644;-87.711662949
"6";41.753819454;-87.644126664
"22";41.697130726;-87.661378163
"8";41.75398821;-87.716297608
"3";41.764264743;-87.582882139
"8";41.749413528;-87.709704762
"6";41.750807192;-87.606434385
"4";41.751375148;-87.55895132
"11";41.89540978;-87.72158998
"22";41.723033109;-87.643558294
"5";41.68452433;-87.631258953
"24";41.997581246;-87.670458793
"5";41.685992792;-87.627713759
"7";41.761016633;-87.650372281
"6";41.749358793;-87.663417341
"6";41.750832464;-87.605224746
"1";41.876458301;-87.633682279
"5";41.673056857;-87.62251103
"12";41.857626499;-87.653199675
"5";41.682769367;-87.646939128
"22";41.694743869;-87.652175962
"10";41.863515528;-87.725095341
"3";41.772604613;-87.609392368
"25";41.923253414;-87.724289455
"15";41.891965053;-87.754270153
"9";41.808201741;-87.684420054
"4";41.729431605;-87.55123951
"7";41.764548462;-87.643011174
"6";41.757219649;-87.651486406
"18";41.894258511;-87.616941635
"9";41.837972115;-87.651811517
"10";41.846272505;-87.709084302
"8";41.783887007;-87.7229079
"15";41.900357815;-87.761562887
"22";41.708058672;-87.642865078
"11";41.893563414;-87.722716805
"10";41.84763752;-87.708784753
"24";41.99478877;-87.698324328
"15";41.877469888;-87.762482982
"15";41.877469888;-87.762482982
"15";41.88028689;-87.761661062
"15";41.900356113;-87.761772278
"7";41.768612875;-87.659672303
"4";41.745625144;-87.558848194
"9";41.827878512;-87.669112004
"4";41.707662508;-87.565712945
"1";41.842993209;-87.626685031
"22";41.734780382;-87.664250323
"8";41.775270671;-87.764772266
"3";41.781313746;-87.614438434
"22";41.715713748;-87.643057853
"15";41.879921086;-87.76647843
"12";41.900678804;-87.663571794
"5";41.693859387;-87.627931688
"15";41.884776569;-87.7540119
"14";41.931959311;-87.713236564
"3";41.774385994;-87.609445656
"4";41.751041251;-87.575966943
"9";41.813114045;-87.633477024
"9";41.807068871;-87.643992709
"14";41.909046569;-87.679869254
"22";41.733493099;-87.664216054
"4";41.751786004;-87.562098073
"7";41.780459122;-87.675145192
"6";41.749880266;-87.663426578
"4";41.752923554;-87.579679271
"3";41.764292924;-87.580059398
"19";41.951058037;-87.643770543
"3";41.761465306;-87.558045636
"24";41.999409654;-87.671068916
"7";41.76786824;-87.659045931
"19";41.951058037;-87.643770543
"8";41.79061156;-87.710827405
"6";41.750782715;-87.625813624
"6";41.746403307;-87.653627313
"4";41.728686224;-87.552607689
"5";41.677660754;-87.616588843
"15";41.873115002;-87.745664971
"12";41.856708157;-87.679356171
"3";41.762448627;-87.56307001
"11";41.899934525;-87.712800833
"24";42.014809612;-87.68396521
"15";41.873843651;-87.763370765
"8";41.796512788;-87.717122096
"25";41.927887449;-87.763665345
"6";41.755444126;-87.636852636
"4";41.743821513;-87.566117864
"15";41.893607357;-87.766621876
"1";41.87766908;-87.629284766
"24";42.018590606;-87.679046998
"18";41.899540054;-87.640009077
"3";41.777967289;-87.615568353
"17";41.962966615;-87.712296224
"4";41.73365047;-87.557845321
"3";41.773109884;-87.586294711
"9";41.806806073;-87.663116291
"14";41.916857901;-87.685903438
"19";41.966077546;-87.676131872
"25";41.907698732;-87.755002323
"5";41.692699055;-87.615166056
"8";41.768210402;-87.690981615
"5";41.677236654;-87.623870682
"9";41.795997549;-87.648431423
"3";41.783955396;-87.611636981
"1";41.850424032;-87.627029017
"9";41.834119961;-87.632785877
"6";41.74090886;-87.601306305
"15";41.879336873;-87.758261864
"2";41.808747436;-87.613856692
"9";41.81250736;-87.644796432
"8";41.785981797;-87.705757122
"24";42.017926301;-87.680937973
"7";41.758923372;-87.634505959
"8";41.747287044;-87.691333146
"1";41.850517353;-87.627031661
"3";41.766909392;-87.62333445
"17";41.93930211;-87.711577618
"7";41.767980224;-87.656621738
"9";41.802277495;-87.655080002
"4";41.692871887;-87.535283104
"5";41.668360872;-87.633173112
"1";41.850517353;-87.627031661
"7";41.77015349;-87.628291509
"15";41.879336358;-87.758159051
"4";41.749442694;-87.562554883
"4";41.751839492;-87.558220116
"4";41.751557694;-87.579801526
"10";41.852788089;-87.694243396
"6";41.750741553;-87.625814076
"22";41.735479162;-87.653324829
"24";41.9939594;-87.701194548
"3";41.777630208;-87.609519161
"12";41.882834439;-87.702595884
"5";41.692599825;-87.621713744
"5";41.681624662;-87.626066542
"4";41.747878602;-87.552822266
"7";41.77370671;-87.64584579
"17";41.963743843;-87.714443336
"3";41.778568069;-87.617292142
"5";41.67783611;-87.639802199
"10";41.852733786;-87.701291348
"3";41.774353267;-87.614285206
"25";41.904343841;-87.750918296
"6";41.754331455;-87.634390852
"14";41.918229774;-87.714221933
"15";41.89381431;-87.763523806
"7";41.76831036;-87.649345507
"3";41.780369412;-87.588967581
"1";41.839816207;-87.617516172
"4";41.688218178;-87.537357913
"20";41.987582444;-87.699304483
"2";41.799248277;-87.584047451
"8";41.791220341;-87.688848758
"3";41.773412339;-87.622723836
"3";41.773412339;-87.622723836
"25";41.907575523;-87.764951738
"25";41.908047951;-87.763375204
"3";41.78404533;-87.606748396
"5";41.694071808;-87.612192306
"22";41.693803133;-87.654591475
"8";41.784166366;-87.691093707
"19";41.964874865;-87.654781124
"6";41.735715708;-87.606348112
"4";41.754426604;-87.56628477
"10";41.832571089;-87.704685773
"24";42.008744965;-87.686882173
"11";41.879637902;-87.736054156
"6";41.731954973;-87.613157252
"14";41.931959311;-87.713236564
"6";41.754424685;-87.63482963
"3";41.773081899;-87.588747571
"11";41.872497397;-87.710742126
"11";41.882454174;-87.725719978
"11";41.894472406;-87.71872303
"4";41.736348108;-87.588116826
"1";41.866488579;-87.608481
"2";41.802063171;-87.61882042
"4";41.745371798;-87.59412836
"14";41.909046569;-87.679869254
"11";41.879784857;-87.723806409
"11";41.872640616;-87.71643182
"5";41.67835936;-87.641927048
"5";41.678552053;-87.62267752
"22";41.706326697;-87.656188319
"7";41.76792532;-87.65661865
"25";41.931849227;-87.722392208
"19";41.951058037;-87.643770543
"17";41.972497736;-87.725721757
"10";41.851236935;-87.71620441
"3";41.764926344;-87.611615683
"8";41.783473925;-87.700828037
"4";41.74235099;-87.553948172
"25";41.904427727;-87.769373155
"9";41.796034069;-87.64581626
"3";41.761973978;-87.619602561
"3";41.765587727;-87.621292649
"25";41.902732917;-87.719301353
"8";41.799851811;-87.74417467
"3";41.759938901;-87.56203711
"5";41.658724608;-87.599167476
"15";41.877466242;-87.762853881
"16";41.945993442;-87.757534561
"5";41.678018882;-87.623441125
"1";41.867428687;-87.626342565
"7";41.773436665;-87.67374326
"7";41.763301617;-87.64973959
"4";41.704101513;-87.534078598
"25";41.903196858;-87.71779448
"16";41.962903332;-87.756448416
"4";41.702253994;-87.530450523
"9";41.795050448;-87.667041699
"8";41.784266889;-87.740955075
"12";41.856708157;-87.679356171
"9";41.795246799;-87.64358399
"24";42.018426176;-87.677642908
"19";41.944514399;-87.650417037
"7";41.786344569;-87.660748064
"6";41.746010581;-87.643906039
"12";41.85517657;-87.659836498
"18";41.918646522;-87.64613311
"6";41.747816902;-87.659732185
"6";41.750306372;-87.659797776
"25";41.910248288;-87.772742256
"19";41.939935646;-87.652491107
"11";41.89413383;-87.711395172
"8";41.805329874;-87.732083022
"10";41.865743987;-87.72150207
"11";41.89413383;-87.711395172
"12";41.883662072;-87.694942022
"15";41.877463808;-87.762916325
"15";41.893113371;-87.751255395
"15";41.879070328;-87.757643679
"14";41.931933468;-87.715059647
"15";41.877458037;-87.76341209
"8";41.773145525;-87.680909575
"16";41.976290414;-87.905227221
"2";41.823822003;-87.617855783
"5";41.703746874;-87.623421862
"22";41.70600611;-87.714178443
"14";41.910104821;-87.707772084
"8";41.788535011;-87.735272478
"4";41.747409226;-87.550387389
"6";41.746005146;-87.665757137
"5";41.677410742;-87.637079662
"11";41.871442891;-87.713146241
"3";41.780705894;-87.620384807
"5";41.671903369;-87.641710641
"16";41.953527155;-87.757154271
"11";41.892731298;-87.711353686
"11";41.893649131;-87.714125144
"7";41.789793556;-87.655978004
"16";41.941986287;-87.786604554
"4";41.75291741;-87.562619593
"4";41.751885276;-87.554844319
"14";41.915881734;-87.711871129
"5";41.6796504;-87.620560552
"3";41.759804101;-87.612706673
"25";41.915907099;-87.732622465
"5";41.677454874;-87.616580145
"5";41.670083502;-87.641649599
"6";41.755612548;-87.646596004
"7";41.786681785;-87.637651332
"5";41.677399991;-87.616580754
"5";41.667147223;-87.620123868
"5";41.6796504;-87.620560552
"4";41.751962101;-87.549192321
"22";41.69219942;-87.655347934
"3";41.783395666;-87.605996752
"25";41.908032172;-87.764620728
"3";41.76874464;-87.59024569
"7";41.768003462;-87.672398624
"24";41.990514817;-87.655399054
"10";41.845215788;-87.723352908
"6";41.748152866;-87.658526697
"6";41.74929743;-87.658558686
"6";41.755951791;-87.610195265
"5";41.676819466;-87.64187398
"14";41.919410525;-87.685017839
"4";41.73365047;-87.557845321
"22";41.692041778;-87.665923635
"6";41.756418933;-87.668449311
"24";42.021148015;-87.669934375
"18";41.918646522;-87.64613311
"11";41.871025414;-87.699510379
"14";41.932697803;-87.706217302
"3";41.780223425;-87.61650012
"22";41.692041778;-87.665923635
"3";41.759864565;-87.562001348
"10";41.861703086;-87.723827653
"3";41.765226148;-87.610413696
"15";41.899482618;-87.754485077
"12";41.894442131;-87.706521895
"3";41.776797552;-87.604131898
"8";41.805104796;-87.732074123
"19";41.961861554;-87.648742732
"8";41.774274847;-87.740944377
"25";41.931976985;-87.786947295
"4";41.744088125;-87.560039248
"15";41.880111727;-87.753543615
"3";41.781088661;-87.614429949
"7";41.769185486;-87.625732415
"7";41.783198353;-87.642499506
"7";41.760995673;-87.649155627
"15";41.888662662;-87.748644193
"6";41.751702738;-87.663469929
"4";41.696738472;-87.534074568
"20";41.974368155;-87.656360982
"7";41.771850282;-87.673711855
"15";41.894947554;-87.754717022
"3";41.76495733;-87.561496825
"10";41.848502865;-87.678881866
"6";41.738657197;-87.657065243
"7";41.769557175;-87.651806662
"2";41.798140626;-87.60511857
"14";41.924751812;-87.703443592
"5";41.664630388;-87.640265997
"20";41.969063412;-87.656792226
"17";41.965876265;-87.708396068
"12";41.89438803;-87.658715825
"10";41.847589828;-87.713659288
"7";41.768033138;-87.649337455
"19";41.940026985;-87.645256701
"18";41.921748949;-87.652827787
"5";41.69773606;-87.630445188
"5";41.677830552;-87.620503762
"10";41.850871665;-87.7295756
"4";41.750988943;-87.577191573
"11";41.879749717;-87.726498374
"6";41.753562491;-87.661907683
"7";41.77170672;-87.666432846
"4";41.737060886;-87.57541676
"12";41.902437713;-87.687011559
"2";41.803667488;-87.590528166
"11";41.871025414;-87.699510379
"4";41.73365047;-87.557845321
"4";41.688218178;-87.537357913
"22";41.689564108;-87.666476463
"5";41.696813825;-87.630422275
"8";41.750646703;-87.704848086
"7";41.771255716;-87.670063069
"3";41.765253769;-87.615255549
"6";41.744300592;-87.643858375
"8";41.779260095;-87.742321037
"9";41.795026504;-87.663396721
"15";41.877596471;-87.764765811
"15";41.900335334;-87.764218853
"4";41.728428991;-87.59978114
"15";41.899513068;-87.759458328
"4";41.742383379;-87.544219272
"17";41.973167821;-87.713495268
"15";41.879332525;-87.75848957
"7";41.762994394;-87.672750595
"7";41.771445806;-87.648208767
"10";41.866230957;-87.720704426
"8";41.79054357;-87.780130326
"19";41.96166777;-87.663341583
"19";41.954030381;-87.652105831
"25";41.937790126;-87.744384254
"11";41.872795719;-87.704049438
